PLZ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AHR;rolf.rademaker@team.de;22941;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
AHR;rolf.rademaker@team.de;22946;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
AHR;rolf.rademaker@team.de;22949;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
AHR;rolf.rademaker@team.de;22952;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
AHR;rolf.rademaker@team.de;22955;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
AHR;rolf.rademaker@team.de;22956;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
AHR;rolf.rademaker@team.de;22958;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
AHR;rolf.rademaker@team.de;22959;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
AHR;rolf.rademaker@team.de;22961;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
AHR;rolf.rademaker@team.de;22962;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
AHR;rolf.rademaker@team.de;22964;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
AHR;rolf.rademaker@team.de;22965;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
AHR;rolf.rademaker@team.de;22967;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
AHR;rolf.rademaker@team.de;22969;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
AHR;rolf.rademaker@team.de;23863;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
AHR;rolf.rademaker@team.de;23869;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10115;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10117;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10119;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10178;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10179;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10243;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10245;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10247;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10249;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10315;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10317;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10318;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10319;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10365;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10367;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10369;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10405;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10407;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10409;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10435;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10437;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10439;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10551;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10553;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10555;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10557;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10559;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10585;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10587;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10589;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10623;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10625;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10627;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10629;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10707;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10709;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10711;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10713;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10715;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10717;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10719;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10777;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10779;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10781;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10783;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10785;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
BER;andreas.noack@team.de;10787;12,00;6,50;3,60;2,70;2,55;2,00;1,90;1,85;1,55;1,30;1,20;1,15;1,10;1,05;1,00;0,90;0,85;0,80;0,75;0,70;0,65;0,60;0,55;2,00;48,15;25,00;11,90;2;80,00;14;0,00;10;0,00;30,00;30,00;0,00;0,00;0,00;15,00;30,00;100,00;19,50;;;;;;
